61. Czy za pomocą odpowiedniej modyfikacji transformaty Hougha można wykryć okręgi naobrazie?;tak;nie;;;;a
62. F-obraz (obraz po przekształceniu dyskretną transformatą Fouriera) jest to reprezentacjaw dziedzinie:;przestrzeni;czasu;częstotliwości;fazy;;c
63.Erozję dla obrazów w odcieniach szarości możemy opisać jako filtr(y):;minimalny;górnoprzepustowy;dolnoprzepustowy;maksymalny;;a
64.Ile maksymalnie etykiet można nadać obrazowi, który zawiera N poziomów szarości?;N+1;N;jest to zależne od treści obrazu;N-1;;c
65. Czy na podstawie składowej luminancji (Y) i dwóch składowych chrominancji (Cr,Cb)możliwe jest odtworzenie barw podstawowych RGB?;tak, ale tylko dla obrazów po korekcji gamma;tak, ale tylko dla obrazów po wyrównywaniu histogramu;nie;tak;;d
66. Zaznacz zdania prawdziwe:;dla filtracji dolnoprzepustowej nowa wartość piksela może być wartością z obrazu wejściowego;dla filtracji dolnoprzepustowej nowa wartość piksela zawsze jest wartością z obrazu wejściowego;dla filtracji medianowej z oknem o nieparzystej liczbie elementów nowa wartość piksela zawsze jest wartością z obrazu wejściowego;;;ac
67.Jak nazywa się miejsce połączenia siatkówki i nerwu wzrokowego:;plamka ślepa;plamka żółta;tęczówka;rogówka;;a
68.Czy za pomocą odpowiedniej modyfikacji transformaty Hougha można wykryć elipsy naobrazie?;nie;tak;;;;b
69.Czy za pomocą operacji LUT można wyznaczyć negatyw z obrazu?;fałsz;prawda;;;;b
70.W metodzie BBHE (Bi-Histogram Equalization) histogram dzieli się na podstawie:;średniej jasności w obrazie;liczby pikseli w podobrazach;dominanty jasności w obrazie;średniej jasności w przetwarzanym oknie;;a
71.Filtr kombinowany:;do łączenia wyników filtracji stosuje się formułę Euklidesową lub modułową;służy np. do wykrywania krawędzi;to złożenie dwóch lub więcej filtrów prostych (np. Sobel, Prewitt);;;ab
72. Wykonanie operacji DCT na obrazie (fragmencie obrazu) w dwóch etapach (jako dwiejednowymiarowe transformaty po wierszach i kolumnach) skutkuje:;zwiększeniem obciążenia procesora;zmniejszeniem złożoności obliczeniowej;uzyskaniem dokładniejszych wyników;powstaniem znacznych błędów obliczeniowych;;b
73. Który z podanych akronimów nie jest oznaczeniem przestrzeni kolorów:;RGB;CMYK;YYU;Lac;HSV;cd
74.Dwukrotną redukcję rozdzielczości obrazu można osiągnąć stosując kolejno:;podpróbkowanie i filtrację dolnoprzepustową;filtrację dolnoprzepustową i nadpróbkowanie;filtrację dolnoprzepustową i podpróbkowanie;filtrację górnoprzepustową i podpróbkowanie;;c
75.W metodzie DSIHE (Dualistic Sub-Image Histogram Equalization) histogram dzieli się napodstawie:;liczby pikseli w podobrazach;dominanty jasności w obrazie;średniej jasności w przetwarzanym oknie;średniej jasności w obrazie;;a
76.Czy konwersja z RGB do odcieni szarości jest operacją odwracalną?;nie;tak, ale tylko dla obrazów po korekcji gamma;tak, ale tylko dla obrazów po wyrównywaniu histogramu;tak;;a
77. Które z poniższych zakłóceń może być lepiej usunięte przez medianę niż przez filtruśredniający:;nierównomierne oświetlenie sceny;usunięcie szumu o rozkładzie normalnym (Gaussa);niewykorzystanie wszystkich poziomów jasności;usunięcie szumu salt and paper;;d
